source_index,feature_id,height_m,center_x_m,center_y_m,min_x_m,min_y_m,max_x_m,max_y_m,highlighted
498,386633,12.74,1035.68005323,-9238.68247276,1030.91570725,-9246.56655582,1040.44439922,-9230.79838969,false
499,386608,11.04,1059.36781941,-9198.90553877,1055.32440291,-9203.51510685,1063.41123591,-9194.29597068,false
500,386600,12.42,1014.97061127,-9183.6764034,1008.37311355,-9191.70833734,1021.568109,-9175.64446947,false
501,360863,11.51,1228.95299035,-9478.55852187,1222.26583805,-9481.17699719,1235.64014264,-9475.94004655,false
502,334620,12.31,1268.86091433,-9459.72319287,1262.32241243,-9464.68209531,1275.39941623,-9454.76429044,false
503,334516,10.75,1065.80208072,-9295.83566693,1061.3263751,-9300.30698928,1070.27778634,-9291.36434457,false
504,308019,16.24,907.57198254,-9066.98105885,900.21890647,-9072.37086404,914.92505861,-9061.59125366,false
505,282258,9.36,938.00729436,-9605.28401432,924.00478849,-9631.39354668,952.00980023,-9579.17448197,false
506,282249,11.93,967.07238125,-9560.67563368,960.87534185,-9565.20010136,973.26942066,-9556.151166,false
507,282098,9.82,943.4789722,-9325.1222855,939.84024658,-9331.30224109,947.11769782,-9318.94232991,false
508,282046,11.67,932.17962298,-9243.92921632,928.09400379,-9252.03467821,936.26524217,-9235.82375443,false
509,282021,12.71,1041.53808909,-9197.33558057,1036.96729739,-9205.14997601,1046.1088808,-9189.52118513,false
510,281969,15.75,918.83624217,-9102.52212515,912.27582521,-9109.43624007,925.39665913,-9095.60801022,false
511,281968,15.49,950.32304535,-9101.20911604,944.07285651,-9107.75273962,956.57323418,-9094.66549246,false
512,256110,9.43,1228.14941081,-9442.01483527,1222.50301271,-9444.98033657,1233.79580892,-9439.04933397,false
513,256010,11.3,1122.48642364,-9291.34071897,1117.98527846,-9298.9107651,1126.98756882,-9283.77067284,false
514,230000,10.56,919.30508564,-9240.79433429,912.65586285,-9245.4098348,925.95430843,-9236.17883379,false
515,203902,10.14,1026.22739354,-9553.60197114,1010.80499469,-9565.8315454,1041.6497924,-9541.37239688,false
516,203788,11.9,964.78618492,-9371.09650064,958.19358221,-9374.82906156,971.37878763,-9367.36393972,false
517,203653,11.55,1011.70147371,-9161.85592314,1005.89671178,-9166.00886712,1017.50623564,-9157.70297916,false
518,203603,18.9,965.52012123,-9100.53827845,959.41084255,-9105.35225877,971.62939991,-9095.72429812,false
519,177744,10.69,1178.85054378,-9522.85586008,1169.79454756,-9550.26042706,1187.90653999,-9495.4512931,false
520,177570,13.25,947.70825506,-9241.07486651,942.74641809,-9249.19397724,952.67009203,-9232.95575577,false
521,151608,12.88,902.56921844,-9331.489193,893.09980806,-9340.24823358,912.03862882,-9322.73015243,false
522,151553,10.76,1088.0325364,-9238.5962269,1081.45057534,-9243.06504426,1094.61449746,-9234.12740953,false
523,151552,12.84,1013.57945361,-9241.92133185,1008.57583312,-9248.94974767,1018.5830741,-9234.89291603,false
524,151485,11.85,1012.12837412,-9144.46709987,1007.88827763,-9150.67226475,1016.36847061,-9138.26193499,false
525,105063,13.65,1044.82339396,-9441.0593712,1039.00736584,-9448.27451155,1050.63942209,-9433.84423086,false
526,104891,11.41,965.33471382,-9385.38680548,958.16370997,-9392.40672505,972.50571766,-9378.36688591,false
527,104424,14.74,976.39443765,-9241.51464278,971.89932596,-9247.69274025,980.88954935,-9235.3365453,false
528,104284,12.42,1018.30602787,-9200.58196327,1009.94135446,-9205.8018864,1026.67070127,-9195.36204014,false
529,104279,12,1072.70611974,-9199.06090366,1066.84670556,-9206.83529794,1078.56553393,-9191.28650938,false
530,103952,15.11,935.91229697,-9102.67631818,931.19091303,-9107.19592019,940.6336809,-9098.15671618,false
531,360654,14.01,754.78709668,-9150.04833099,747.06422699,-9159.1668676,762.50996638,-9140.92979439,false
532,308142,11.75,520.30870131,-9283.30879551,508.28491355,-9288.81208365,532.33248908,-9277.80550737,false
533,177542,11.01,393.09878753,-9204.93648118,386.82171508,-9209.77176133,399.37585997,-9200.10120104,false
534,229969,9.11,354.32332224,-9192.70888584,346.15041919,-9198.31613008,362.49622528,-9187.1016416,false
535,412873,11.21,436.989541,-9327.60297898,431.80150697,-9334.13711618,442.17757504,-9321.06884178,false
536,412815,13.18,543.97124948,-9247.91955819,537.14075717,-9257.73342749,550.80174179,-9238.10568888,false
537,412800,12.75,391.84719421,-9227.70556217,383.26043008,-9241.17444937,400.43395834,-9214.23667497,false
538,412770,12.41,357.50791603,-9158.23855525,348.63342898,-9161.23337768,366.38240308,-9155.24373281,false
539,386694,11.96,399.04735957,-9343.58499805,392.33015046,-9349.91005914,405.76456867,-9337.25993695,false
540,386628,11.03,664.60000734,-9240.98510454,659.12297803,-9245.21962387,670.07703665,-9236.75058522,false
541,386627,11.89,725.32654264,-9238.97354589,719.0778446,-9243.81185183,731.57524069,-9234.13523995,false
542,360713,13.62,824.62565259,-9248.99637463,820.16987215,-9257.91762736,829.08143303,-9240.07512189,false
543,360677,10.22,727.574234,-9196.49743072,723.58963778,-9201.98335919,731.55883022,-9191.01150226,false
544,360675,12.4,754.65811533,-9197.60451952,749.37919139,-9205.68497945,759.93703926,-9189.52405959,false
545,360602,13.01,469.72677208,-9071.89571902,464.41867963,-9078.16242259,475.03486453,-9065.62901546,false
546,360601,17.56,775.85059287,-9061.69435121,769.98865267,-9066.50767097,781.71253307,-9056.88103146,false
547,334506,12.45,513.32897951,-9306.47601127,506.80027301,-9317.09893665,519.857686,-9295.85308588,false
548,334436,12.73,474.25013019,-9183.95568924,469.22627669,-9187.42719282,479.27398369,-9180.48418567,false
549,334431,11.24,390.73564638,-9183.47851455,383.6007226,-9192.68565904,397.87057016,-9174.27137007,false
550,334387,10.67,670.31841149,-9105.73890097,665.62138511,-9110.98945321,675.01543788,-9100.48834873,false
551,334379,11.27,534.76608917,-9099.55831716,527.19066055,-9104.60230472,542.34151779,-9094.51432959,false
552,334353,13.28,844.16500234,-9057.95560228,838.43641519,-9063.85739154,849.89358949,-9052.05381301,false
553,308292,12.25,819.07508552,-9544.07155109,810.04440368,-9549.05550697,828.10576735,-9539.08759521,false
554,308174,11.25,438.67948311,-9312.83713574,432.59012396,-9317.11192973,444.76884227,-9308.56234175,false
555,308172,12.17,394.75837762,-9317.86430907,385.74594868,-9327.4162372,403.77080657,-9308.31238094,false
556,308160,12.85,863.55301439,-9293.71008165,859.71671877,-9302.48553612,867.38931001,-9284.93462718,false
557,308123,12.88,679.08764334,-9240.23750562,673.95536672,-9247.2698271,684.21991997,-9233.20518414,false
558,308073,11.37,636.43340895,-9146.68604828,632.05219461,-9151.61165538,640.81462329,-9141.76044118,false
559,308047,10.36,578.74397537,-9104.74558055,573.63072012,-9108.86270783,583.85723061,-9100.62845328,false
560,308012,12.01,675.1274887,-9053.71605681,671.02969616,-9059.87951282,679.22528124,-9047.55260079,false
561,282027,13.66,309.1383361,-9223.52373729,299.80092083,-9229.97817216,318.47575137,-9217.06930242,false
562,282013,10.19,474.94673373,-9197.21486412,470.77535813,-9201.63780821,479.11810932,-9192.79192003,false
563,282003,11.83,580.98571605,-9178.51836882,575.46252756,-9182.76982635,586.50890454,-9174.2669113,false
564,281995,11.43,357.7263243,-9165.90600035,348.90365973,-9168.86227368,366.54898888,-9162.94972701,false
565,281981,10.15,467.77982489,-9132.87128312,464.02781114,-9137.70154282,471.53183865,-9128.04102341,false
566,256084,13.32,447.06815465,-9428.91262002,440.99560097,-9435.43307976,453.14070832,-9422.39216027,false
567,256076,11.38,445.48432049,-9413.41780864,441.28975941,-9419.63743371,449.67888158,-9407.19818357,false
568,255938,11.12,315.11031173,-9205.83975395,307.89207503,-9209.49330859,322.32854844,-9202.1861993,false
569,255881,16.03,737.68407029,-9103.39293084,733.19890817,-9110.87939674,742.16923241,-9095.90646495,false
570,255850,11.56,351.03038625,-9084.46756188,345.74603053,-9088.34802013,356.31474198,-9080.58710362,false
571,230118,13.06,402.68147811,-9429.63604509,398.05555153,-9435.42318963,407.30740469,-9423.84890055,false
572,230104,11.48,398.50933072,-9405.87736271,392.51778673,-9410.63496085,404.50087471,-9401.11976457,false
573,230033,11.27,639.74269713,-9289.9326399,634.51693751,-9300.74783611,644.96845675,-9279.11744369,false
574,230030,11.95,609.12150925,-9289.87725199,603.87565934,-9300.53154558,614.36735915,-9279.22295841,false
575,230026,10.51,436.82720441,-9282.76063872,432.68716757,-9287.08459981,440.96724125,-9278.43667763,false
576,229958,8.17,355.54828626,-9173.44158982,347.83627979,-9176.23739718,363.26029274,-9170.64578247,false
577,229876,12.47,614.35809935,-9049.79049139,607.81873181,-9055.74276321,620.89746688,-9043.83821956,false
578,203972,9.93,880.9897214,-9665.46430997,876.25402874,-9669.24083805,885.72541406,-9661.68778189,false
579,203942,11.82,827.45110632,-9624.82711556,819.49347807,-9629.61552493,835.40873457,-9620.03870618,false
580,203755,10.92,477.3850117,-9338.81123325,472.50110454,-9344.80519561,482.26891887,-9332.8172709,false
581,203713,11.81,395.74299085,-9271.2292136,389.7298861,-9275.99423833,401.7560956,-9266.46418886,false
582,203691,11.98,315.83735599,-9240.05773916,308.12348608,-9244.9688493,323.55122589,-9235.14662902,false
583,203562,17.89,753.01037019,-9061.70334355,747.66081423,-9068.77526393,758.35992614,-9054.63142317,false
584,177593,12.6,625.79631011,-9290.88542541,619.56583803,-9300.45085914,632.02678219,-9281.31999168,false
585,177567,11.56,768.80014631,-9243.53112452,765.30650645,-9250.79428648,772.29378617,-9236.26796255,false
586,177547,10.74,354.20844246,-9221.24118702,347.92673052,-9226.0884724,360.49015439,-9216.39390165,false
587,177492,11.08,557.20418288,-9123.41667635,549.63589335,-9128.41600815,564.7724724,-9118.41734454,false
588,177478,13.95,812.94149989,-9102.79176237,808.30053145,-9111.68625677,817.58246833,-9093.89726797,false
589,177442,10.12,656.04966353,-9055.6095882,651.27096452,-9063.27380745,660.82836255,-9047.94536895,false
590,151544,10.58,709.55600899,-9244.4997192,703.25566161,-9254.75583709,715.85635636,-9234.2436013,false
591,151543,11.57,526.91202449,-9249.05757196,521.50216558,-9259.7885358,532.3218834,-9238.32660813,false
592,151528,11.67,475.2891563,-9212.39774872,471.06820807,-9216.80161941,479.51010452,-9207.99387802,false
593,151524,14.28,774.44812227,-9196.67594923,769.4544672,-9204.55904675,779.44177734,-9188.79285171,false
594,151510,14.51,648.52187538,-9184.01781253,641.31393535,-9192.4336386,655.72981541,-9175.60198647,false
595,151499,12.56,310.10357357,-9177.52610879,304.62262042,-9183.20579983,315.58452671,-9171.84641776,false
596,151481,14.12,614.41892752,-9148.23562984,609.01363745,-9154.49006085,619.8242176,-9141.98119883,false
597,105228,14.32,867.31788962,-9497.17467732,860.62820347,-9502.7364631,874.00757578,-9491.61289154,false
598,105026,13.13,402.68367691,-9445.07609124,398.70243925,-9449.14885029,406.66491456,-9441.00333219,false
599,104807,12.83,826.62433577,-9355.96001598,819.14806911,-9360.87811142,834.10060243,-9351.04192055,false
600,104727,13.52,362.10950876,-9345.87961794,353.23062565,-9351.02917471,370.98839187,-9340.73006117,false
601,104641,13.14,473.2782829,-9313.332462,464.78216396,-9318.71782706,481.77440184,-9307.94709694,false
602,104585,11.23,474.34014869,-9299.54438735,468.13259911,-9304.42516184,480.54769827,-9294.66361286,false
603,104522,12.77,354.93536684,-9283.39627555,349.56674679,-9288.57913541,360.30398689,-9278.21341569,false
604,104483,11.27,322.09024592,-9274.15544036,317.27307183,-9279.40583421,326.90742001,-9268.90504651,false
605,104480,12.71,577.11841215,-9267.2761216,567.54101274,-9273.64688513,586.69581156,-9260.90535807,false
606,104397,13.34,778.14233041,-9240.18169187,773.3388567,-9246.80200951,782.94580411,-9233.56137423,false
607,104395,11.9,740.95244335,-9240.07605623,734.47181994,-9245.88446829,747.43306676,-9234.26764417,false
608,104389,12.68,513.50761297,-9248.80363306,507.02920056,-9258.54396956,519.98602537,-9239.06329656,false
609,104327,11.77,434.29480337,-9232.18285145,426.81806509,-9237.6536012,441.77154166,-9226.7121017,false
610,104266,10.66,691.50772014,-9199.27487072,685.92792868,-9203.19476229,697.0875116,-9195.35497914,false
611,104260,12.07,616.67659938,-9200.87202827,609.66724796,-9206.30496517,623.6859508,-9195.43909137,false
612,104259,12.79,712.55984777,-9199.8424746,707.93415146,-9207.46009727,717.18554407,-9192.22485192,false
613,104252,13,567.63769151,-9201.93081077,563.1654191,-9207.91971617,572.10996392,-9195.94190537,false
614,104251,12.95,739.70288328,-9198.40196975,733.20367845,-9205.86254074,746.2020881,-9190.94139876,false
615,104241,9.12,670.92907405,-9198.04025093,663.78208517,-9206.00182715,678.07606293,-9190.0786747,false
616,104167,10.23,764.76262163,-9163.93811514,759.84621976,-9167.73830193,769.67902349,-9160.13792835,false
617,104102,13.09,735.28285849,-9150.86062801,728.63623023,-9159.43291542,741.92948674,-9142.28834061,false
618,104098,15.24,713.28981053,-9151.66507048,702.29488458,-9161.74458552,724.28473648,-9141.58555545,false
619,103977,11.4,533.14625043,-9122.21705801,524.88763446,-9127.97973928,541.40486639,-9116.45437673,false
620,103969,11.85,513.96639319,-9122.83662261,507.03725615,-9130.2709132,520.89553023,-9115.40233203,false
621,103925,10.35,612.80059515,-9106.70913237,608.31263727,-9113.01992591,617.28855302,-9100.39833882,false
622,103925,10.35,612.80059515,-9106.70913237,608.31263727,-9113.01992591,617.28855302,-9100.39833882,false
623,103774,11.52,509.02200413,-9068.24969886,503.58874848,-9072.3901541,514.45525978,-9064.10924362,false
624,504189,10.67,1221.46821887,-8990.24991022,1211.40327052,-8993.61428239,1231.53316723,-8986.88553806,false
625,504192,10.1,1095.09663827,-8720.84900484,1090.71681514,-8732.27135975,1099.4764614,-8709.42664993,false
626,504195,12.81,957.69274929,-8526.43800653,949.66949874,-8537.91228357,965.71599984,-8514.96372948,false
627,504196,10.74,977.30636777,-8524.57806754,971.89411196,-8531.16961738,982.71862358,-8517.98651769,false
628,504199,12.2,878.77140756,-8341.75972776,868.3143532,-8350.53664456,889.22846193,-8332.98281095,false
629,504203,13.01,1069.22315787,-9049.55818361,1064.28786208,-9056.76666757,1074.15845366,-9042.34969964,false
630,504204,17.24,1183.09211203,-9050.80164228,1178.23366434,-9060.30382424,1187.95055973,-9041.29946033,false
631,504205,18.04,1249.0532658,-9063.61907302,1239.1771199,-9069.39110775,1258.9294117,-9057.8470383,false
632,504206,16.4,1268.30225464,-9063.86819889,1261.48874301,-9069.78456996,1275.11576626,-9057.95182782,false
633,504207,17.6,1247.68020885,-9081.18361505,1237.89613364,-9087.03108013,1257.46428406,-9075.33614998,false
634,504208,15.88,1242.70028488,-9101.77113933,1236.23225316,-9111.80537307,1249.1683166,-9091.73690558,false
635,504209,16.16,1242.74111328,-9123.49639495,1236.28652934,-9133.55447128,1249.19569721,-9113.43831863,false
636,504210,16.59,1242.70882188,-9145.29652254,1236.19331521,-9155.37244487,1249.22432855,-9135.22060021,false
637,504211,15.54,1251.25975234,-9164.37637829,1242.87823798,-9172.79575393,1259.64126671,-9155.95700264,false
638,504212,16,1263.97075073,-9177.31276657,1252.74648158,-9188.60991372,1275.19501988,-9166.01561943,false
639,504213,15.84,1280.56749857,-9194.08038214,1269.40485575,-9205.33429565,1291.7301414,-9182.82646863,false
640,504215,10.66,1286.42892509,-9249.65722817,1282.79499714,-9254.48068393,1290.06285304,-9244.8337724,false
641,504217,13.56,1252.58449395,-9289.14801583,1246.17889961,-9298.60932621,1258.99008828,-9279.68670545,false
642,504221,11.77,1384.21026264,-9241.16180985,1378.89556443,-9248.96797966,1389.52496085,-9233.35564004,false
643,504224,15.93,1340.79584837,-9334.41694099,1334.95479647,-9339.57250986,1346.63690026,-9329.26137212,false
644,504226,17,1356.27369231,-9327.92859996,1350.88518531,-9336.12940799,1361.66219932,-9319.72779194,false
645,504227,17.73,1371.54180888,-9328.05182589,1366.2807874,-9336.07744686,1376.80283035,-9320.02620493,false
646,504228,20.56,1386.85748782,-9328.1143388,1380.95662181,-9336.55788087,1392.75835382,-9319.67079672,false
647,504230,11.38,1415.45908977,-9103.06813537,1410.91578803,-9106.99799806,1420.00239152,-9099.13827269,false
648,504231,13.48,1436.51056515,-9099.94654195,1430.97945015,-9109.52523811,1442.04168014,-9090.36784579,false
649,504233,10.16,1509.10987885,-9053.49854781,1504.31487786,-9063.24706345,1513.90487984,-9043.75003217,false
650,504233,10.16,1509.10987885,-9053.49854781,1504.31487786,-9063.24706345,1513.90487984,-9043.75003217,false
651,504239,11.14,1580.67837821,-9095.68750474,1577.59249719,-9106.27009622,1583.76425924,-9085.10491326,false
652,504241,10.71,1528.17560558,-9102.37205438,1521.1504355,-9107.36747179,1535.20077566,-9097.37663698,false
653,504242,13.15,1512.07934902,-9102.68127265,1507.01204428,-9108.59097639,1517.14665377,-9096.77156891,false
654,504248,13.19,1484.72508268,-9143.68834782,1480.17551099,-9151.35969784,1489.27465436,-9136.0169978,false
655,504251,11.13,1668.64508419,-9194.10384059,1653.39823338,-9202.77454889,1683.891935,-9185.43313228,false
656,504252,11.86,1581.73066753,-9253.08185878,1575.23399479,-9260.59617895,1588.22734026,-9245.56753862,false
657,504253,12.75,1561.16172303,-9238.47887159,1556.68339862,-9245.60998413,1565.64004744,-9231.34775904,false
658,504254,9.77,1532.37159719,-9244.69977848,1528.58715091,-9250.41001223,1536.15604347,-9238.98954473,false
659,504255,15.12,1489.86137723,-9238.4569195,1483.81794719,-9244.96269579,1495.90480727,-9231.95114322,false
660,504256,15.28,1444.69665887,-9238.15610043,1439.30045351,-9245.48203775,1450.09286424,-9230.83016312,false
661,504257,12.24,1429.20259429,-9242.34639389,1424.50015149,-9250.72002534,1433.90503708,-9233.97276244,false
662,504258,12.03,1414.3128607,-9236.1474903,1407.98476212,-9240.88108437,1420.64095928,-9231.41389624,false
663,504260,16.45,1422.23285434,-9291.1724615,1414.64845186,-9296.09996721,1429.81725683,-9286.2449558,false
664,504261,12.08,1433.46321483,-9288.05271554,1430.31390066,-9290.38284029,1436.61252899,-9285.72259079,false
665,504263,13.87,1500.69456638,-9287.87424918,1496.79627736,-9293.44151667,1504.59285539,-9282.30698169,false
666,504266,11.42,1549.41123532,-9288.3445025,1544.13045423,-9294.15629611,1554.6920164,-9282.53270889,false
667,504267,11.79,1576.29776759,-9289.21519195,1569.14661897,-9293.6204972,1583.44891622,-9284.80988671,false
668,504270,21.28,1975.47278038,-9224.02506519,1971.20873013,-9229.9478102,1979.73683062,-9218.10232018,false
669,504281,9.96,952.88106838,-8130.8661436,948.01374184,-8137.64445313,957.74839491,-8124.08783408,false
670,504282,16.35,1013.89042387,-8136.33624152,1007.79763448,-8144.82668291,1019.98321326,-8127.84580013,false
671,504283,11.46,971.55299025,-8213.35918339,966.54703945,-8217.65453965,976.55894104,-8209.06382713,false
672,504284,10.94,897.62911961,-8210.76821757,892.26797449,-8216.35759149,902.99026473,-8205.17884364,false
673,504285,11.52,861.39284101,-8213.77285854,856.65622659,-8217.83312571,866.12945542,-8209.71259137,false
674,504287,13.59,873.15871476,-8372.09938735,867.33938234,-8376.72538691,878.97804717,-8367.47338778,false
675,504292,10.61,952.39934594,-8407.22942204,947.05795819,-8412.33913285,957.74073369,-8402.11971122,false
676,504293,15.31,937.19260584,-8418.62662749,932.35507172,-8428.2318673,942.03013997,-8409.02138769,false
677,504294,11.89,879.31161422,-8487.30345982,874.07223391,-8493.65716711,884.55099452,-8480.94975253,false
678,504295,9.32,905.08731449,-8485.89653119,900.25299475,-8489.97027205,909.92163424,-8481.82279034,false
679,504296,12.54,882.51624115,-8535.01016257,877.92797336,-8543.22974526,887.10450895,-8526.79057988,false
680,504297,10.13,974.42164525,-8483.50580157,964.25864391,-8488.11420677,984.58464659,-8478.89739636,false
681,504299,10.69,950.27441531,-8591.5019698,944.10980861,-8598.72054325,956.43902202,-8584.28339635,false
682,504301,12.44,1021.38937056,-8863.8903983,1010.77247979,-8877.76162681,1032.00626133,-8850.0191698,false
683,504302,12.83,1072.20759237,-8856.0069674,1068.93877111,-8860.40444321,1075.47641363,-8851.60949159,false
684,504303,10.23,1088.4398787,-8876.40531064,1083.93741542,-8882.59223518,1092.94234198,-8870.2183861,false
685,504306,12.38,1143.20763115,-8863.22070231,1138.33179496,-8871.41408505,1148.08346734,-8855.02731956,false
686,504307,7.8,1144.6856777,-8882.56477122,1139.12273139,-8886.23086389,1150.248624,-8878.89867855,false
687,504310,10.05,1165.79094353,-8915.13920722,1161.7783448,-8921.08297438,1169.80354227,-8909.19544006,false
688,504312,13.29,1130.93669804,-8911.97266692,1128.57595712,-8919.05241016,1133.29743897,-8904.89292367,false
689,504314,11.8,1032.18145135,-8961.90534099,1029.18423076,-8973.45306127,1035.17867193,-8950.35762072,false
690,504319,11.3,1178.4190543,-8956.19434601,1174.20218879,-8962.29937489,1182.63591982,-8950.08931713,false
691,504321,10.26,1107.13439224,-8955.43795551,1100.34916494,-8960.25187972,1113.91961955,-8950.62403129,false
692,504324,8.89,982.50538567,-8904.29595475,978.0362753,-8907.54580293,986.97449603,-8901.04610657,false
693,504325,11.32,1009.92354265,-8677.72683157,1007.21848748,-8687.2155332,1012.62859783,-8668.23812995,false
694,504326,11.27,1017.13826606,-8677.54035858,1014.47789193,-8687.10888763,1019.7986402,-8667.97182953,false
695,504327,9.26,1084.09786808,-8671.6734008,1077.97026907,-8677.89268839,1090.22546709,-8665.4541132,false
696,504328,12.94,1121.65322183,-8675.12905227,1116.40266748,-8683.49530347,1126.90377617,-8666.76280106,false
697,504330,10.11,1166.08498792,-8669.74738272,1161.0051572,-8674.65230717,1171.16481864,-8664.84245828,false
698,504331,15.07,1179.92989266,-8671.65204109,1174.17435938,-8678.88229538,1185.68542594,-8664.42178679,false
699,504333,10.85,1177.1211441,-8707.18068432,1169.23460212,-8710.37485012,1185.00768607,-8703.98651853,false
700,504335,12.71,1181.39247325,-8724.79458026,1176.58167315,-8732.4591903,1186.20327334,-8717.12997023,false
701,504337,10.15,1082.87764373,-8726.56824154,1076.29910183,-8731.19234741,1089.45618563,-8721.94413568,false
702,504338,11.45,1059.0097874,-8724.98957801,1054.9434613,-8734.24065648,1063.07611349,-8715.73849954,false
703,504340,10.68,1028.88960537,-8672.55233565,1022.12207875,-8678.53427958,1035.65713198,-8666.57039172,false
704,504341,14.3,1128.56153342,-8581.88091522,1122.59335485,-8591.02097828,1134.52971198,-8572.74085215,false
705,504343,15.67,1159.31052575,-8630.70407978,1154.10142817,-8637.48506365,1164.51962333,-8623.92309591,false
706,504344,11.94,1179.74070898,-8634.6702925,1172.70878925,-8639.78223248,1186.77262871,-8629.55835251,false
707,504346,8.62,1130.75581889,-8613.60403765,1126.27920498,-8617.18630926,1135.2324328,-8610.02176603,false
708,504348,12.12,1030.27182162,-8633.19190338,1025.5857536,-8640.00900953,1034.95788964,-8626.37479723,false
709,504352,12.53,1099.81954934,-8488.85056126,1094.36276547,-8495.98174666,1105.27633322,-8481.71937586,false
710,504353,11.75,1114.47451692,-8488.3125882,1109.64003864,-8494.62956661,1119.3089952,-8481.99560978,false
711,504354,12.28,1134.20258739,-8487.92475353,1128.95517378,-8494.33659477,1139.450001,-8481.5129123,false
712,504356,12.38,1138.64398394,-8447.70074002,1134.02015549,-8457.89142923,1143.26781238,-8437.51005082,false
713,504358,8.91,1095.12731635,-8441.5169793,1091.58155927,-8453.33034786,1098.67307343,-8429.70361074,false
714,504358,8.67,1095.12731635,-8441.5169793,1091.58155927,-8453.33034786,1098.67307343,-8429.70361074,false
715,504360,10.26,1047.44186703,-8292.16275892,1037.10046714,-8296.9595398,1057.78326692,-8287.36597804,false
716,504361,13.66,1096.37151916,-8252.43588059,1085.73081528,-8260.01358027,1107.01222305,-8244.85818092,false
717,504362,15.48,1311.64996254,-8366.2722125,1302.14912901,-8380.39653241,1321.15079606,-8352.14789259,false
718,504372,11.84,1289.7098144,-8450.11725641,1285.41704018,-8456.57500147,1294.00258861,-8443.65951134,false
719,504374,12.59,1274.71833163,-8450.78616408,1269.89534172,-8456.4083223,1279.54132154,-8445.16400587,false
720,504376,19.69,1253.2394426,-8417.53120704,1238.64209562,-8429.31402716,1267.83678957,-8405.74838692,false
721,504377,19.21,1291.14064825,-8417.79419793,1268.83346656,-8429.56553221,1313.44782994,-8406.02286364,false
722,504378,10.08,1315.2983867,-8491.20718923,1311.1004405,-8497.16417082,1319.49633289,-8485.25020765,false
723,504382,10.62,1372.45542181,-8578.87191498,1368.17388793,-8585.90741738,1376.73695569,-8571.83641258,false
724,504383,10.73,1383.52582762,-8578.54313491,1379.13187719,-8585.37634943,1387.91977805,-8571.70992039,false
725,504388,10.9,1214.71867099,-8597.02137168,1209.00843386,-8601.35044538,1220.42890813,-8592.69229799,false
726,504389,11.27,1276.56599779,-8631.91601299,1272.3731152,-8639.53037515,1280.75888038,-8624.30165083,false
727,504390,11.41,1288.15485467,-8632.66285345,1282.82748755,-8640.1634229,1293.48222179,-8625.16228401,false
728,504391,13.39,1314.52067158,-8632.39835687,1309.86330513,-8640.54831821,1319.17803804,-8624.24839554,false
729,504394,8.66,1318.42073276,-8616.12685151,1314.87195876,-8621.50598834,1321.96950675,-8610.74771467,false
730,504395,14.1,1306.61170413,-8672.70934686,1301.55715825,-8681.06772497,1311.66625,-8664.35096876,false
731,504396,10.55,1261.63825682,-8673.26382373,1257.17453482,-8680.39050447,1266.10197882,-8666.137143,false
732,504397,11.91,1216.96200512,-8670.14779165,1212.07708455,-8677.05176902,1221.8469257,-8663.24381427,false
733,504398,13.66,1247.73057535,-8670.67855565,1243.58928531,-8676.19433128,1251.87186539,-8665.16278001,false
734,504402,10.2,1304.98195818,-8727.85354867,1298.63648184,-8732.87195241,1311.32743453,-8722.83514494,false
735,504403,8.95,1319.55684571,-8703.42024152,1313.53068999,-8706.2109268,1325.58300143,-8700.62955623,false
736,504404,9.87,1276.30222672,-8712.19544192,1270.93839038,-8717.39856322,1281.66606307,-8706.99232061,false
737,504405,10.14,1433.53844745,-8727.09162517,1428.35341972,-8731.75041097,1438.72347518,-8722.43283937,false
738,504406,11.49,1466.79698146,-8724.15642783,1462.45549457,-8731.51566974,1471.13846835,-8716.79718591,false
739,504407,11.74,1513.96832342,-8722.13780852,1507.43463087,-8730.62393347,1520.50201597,-8713.65168357,false
740,504408,14.12,1487.32832187,-8714.45456178,1482.91971601,-8721.50202799,1491.73692774,-8707.40709556,false
741,504409,14.68,1468.34874026,-8699.41816085,1461.8973841,-8706.89176517,1474.80009643,-8691.94455654,false
742,504410,10.61,1435.89352919,-8684.74505628,1428.83259066,-8690.66364918,1442.95446773,-8678.82646338,false
743,504411,10.64,1416.21317507,-8680.40924013,1411.09500757,-8688.12568573,1421.33134258,-8672.69279454,false
744,504413,11.73,1379.97448308,-8522.47559284,1374.79360171,-8527.33250464,1385.15536444,-8517.61868105,false
745,504414,11.23,1365.75856894,-8519.12429365,1360.05686698,-8526.68871414,1371.4602709,-8511.55987317,false
746,504415,10.2,1292.5845811,-8522.08274035,1286.2415202,-8531.6542981,1298.92764199,-8512.51118261,false
747,504427,11.81,1719.05745004,-8907.11317472,1716.31882168,-8916.531794,1721.7960784,-8897.69455545,false
748,504428,11.67,1726.90097514,-8907.0142519,1723.96252359,-8916.43985108,1729.83942668,-8897.58865272,false
749,504429,11.61,1734.49990622,-8907.02358126,1731.64187099,-8916.4467225,1737.35794144,-8897.60044003,false
750,504430,11.65,1742.08770219,-8907.0257474,1739.2985591,-8916.44351353,1744.87684528,-8897.60798127,false
751,504431,20.03,1713.286734,-8956.56304038,1706.35148327,-8964.18487762,1720.22198473,-8948.94120315,false
752,504435,11.08,1519.97954462,-8955.16866819,1515.44921879,-8960.61926154,1524.50987046,-8949.71807483,false
753,504436,13.94,1508.84331473,-8954.79548877,1505.64529411,-8960.89092891,1512.04133536,-8948.70004863,false
