source_index,feature_id,height_m,center_x_m,center_y_m,min_x_m,min_y_m,max_x_m,max_y_m,highlighted
243,229455,11.46,1056.78444279,-8493.91894504,1053.712884,-8503.43875394,1059.85600158,-8484.39913615,false
244,229424,12.23,1106.20860343,-8447.85100786,1099.92865379,-8454.20192868,1112.48855307,-8441.50008703,false
245,229417,10.86,891.46253825,-8448.0592888,886.72052682,-8454.7565925,896.20454967,-8441.36198511,false
246,229416,12.19,1180.59055693,-8437.37645269,1176.36062474,-8442.03885382,1184.82048913,-8432.71405156,false
247,229306,12.36,905.1480738,-8335.24220576,897.35581762,-8349.94918931,912.94032998,-8320.53522222,false
248,203413,11.06,1256.65201051,-8867.6987712,1253.89216459,-8878.64278208,1259.41185643,-8856.75476032,false
249,203381,10.33,1445.24841622,-8818.81570715,1439.46904024,-8822.90255443,1451.02779219,-8814.72885987,false
250,203376,10.68,1331.09992138,-8819.26513652,1327.09379206,-8825.88432417,1335.10605069,-8812.64594887,false
251,203360,11.99,1263.46911254,-8815.11242779,1256.24769826,-8827.10768631,1270.69052681,-8803.11716927,false
252,203358,12.93,1579.2624107,-8797.90701743,1567.9458054,-8802.40559051,1590.579016,-8793.40844435,false
253,203323,12.11,1230.5849045,-8764.87641672,1225.94280491,-8771.51520337,1235.22700408,-8758.23763007,false
254,203321,10.65,935.15209496,-8771.52197142,929.3964836,-8780.3449985,940.90770632,-8762.69894433,false
255,203152,11.04,1310.17617106,-8536.24572088,1304.596784,-8541.51333275,1315.75555813,-8530.97810901,false
256,203133,11.61,1163.90367861,-8533.59657345,1159.53981797,-8544.94738505,1168.26753924,-8522.24576185,false
257,203022,17.62,1100.64719739,-8406.61143569,1094.05583748,-8416.59326302,1107.2385573,-8396.62960835,false
258,202971,12.85,1260.79523884,-8337.31797792,1254.29300525,-8353.66621755,1267.29747244,-8320.9697383,false
259,177413,11.77,1091.54894581,-9003.80471226,1087.3090177,-9013.12551331,1095.78887392,-8994.48391121,false
260,177396,21.68,1632.18914704,-8965.93361495,1610.79945503,-8979.22952047,1653.57883905,-8952.63770943,false
261,177352,12.9,1283.18425219,-8915.3201087,1278.01346398,-8921.47186054,1288.35504039,-8909.16835686,false
262,177298,12.57,1289.81405248,-8860.76898669,1284.06217251,-8867.66692976,1295.56593246,-8853.87104363,false
263,177259,11.02,1245.22388614,-8821.33525768,1240.68464435,-8828.08969053,1249.76312793,-8814.58082482,false
264,177212,11.38,1319.21597799,-8767.49728171,1315.02010909,-8773.85844334,1323.4118469,-8761.13612007,false
265,177210,14.87,1289.88934982,-8768.07934099,1284.97522235,-8774.82583068,1294.8034773,-8761.3328513,false
266,177099,12.48,1240.86215355,-8632.87646025,1236.2835603,-8639.68858822,1245.4407468,-8626.06433228,false
267,177098,11.39,1257.04280215,-8632.55815899,1252.85226923,-8639.71952728,1261.23333506,-8625.3967907,false
268,177085,12.57,1349.02870992,-8621.55858363,1344.32682044,-8632.90504215,1353.73059941,-8610.21212511,false
269,177077,22.12,910.00876259,-8621.3612077,894.09399206,-8631.89211949,925.92353312,-8610.8302959,false
270,177042,10.63,904.92230022,-8576.91362544,898.6474458,-8581.07615413,911.19715464,-8572.75109674,false
271,281373,9.4,1074.62666376,-8333.32872984,1062.98354609,-8348.90454836,1086.26978143,-8317.75291132,false
272,176761,12.18,1169.83642397,-8259.8800988,1162.93079184,-8267.10893282,1176.7420561,-8252.65126479,false
273,176706,11.09,982.57848652,-8210.54677775,978.78816659,-8215.51231093,986.36880644,-8205.58124456,false
274,151362,10.13,1431.31522203,-8953.35843775,1424.77505146,-8958.24566809,1437.8553926,-8948.47120741,false
275,151341,13.08,1537.08051228,-8913.27348178,1530.56759259,-8917.9764321,1543.59343196,-8908.57053146,false
276,151294,14.23,1565.89806194,-8856.5968031,1560.45803718,-8864.56712672,1571.3380867,-8848.62647949,false
277,151293,11.21,1271.87356791,-8867.27338635,1269.1235179,-8877.86120331,1274.62361792,-8856.68556939,false
278,151288,13.85,1180.83143343,-8865.75599561,1175.87809,-8876.28270534,1185.78477686,-8855.22928587,false
279,151277,16.41,1059.74592085,-8857.35203702,1051.78799227,-8864.28118018,1067.70384943,-8850.42289385,false
280,151029,13.01,974.72025946,-8537.82080385,970.34516525,-8542.49232464,979.09535367,-8533.14928305,false
281,150932,10.33,953.79425906,-8447.20589958,948.65221715,-8454.09045957,958.93630098,-8440.32133959,false
282,150763,10.85,909.84530848,-8211.93645367,904.71463588,-8216.09330367,914.97598108,-8207.77960367,false
283,150707,13.32,966.41588315,-8128.90654813,959.83054504,-8138.0231614,973.00122126,-8119.78993487,false
284,103628,11.65,1119.6023178,-9012.01314676,1114.74418827,-9018.59963254,1124.46044734,-9005.42666098,false
285,103581,11.26,1056.11976939,-9000.68756526,1046.59100112,-9007.96870646,1065.64853766,-8993.40642407,false
286,103564,9.34,1179.2998686,-8990.75731193,1173.24244565,-8997.22366604,1185.35729154,-8984.29095782,false
287,103533,13.49,1583.34606849,-8970.07026587,1576.00493884,-8979.26745199,1590.68719813,-8960.87307975,false
288,103485,9.92,1460.99329281,-8962.24541171,1456.79169714,-8972.23942252,1465.19488848,-8952.2514009,false
289,103466,10.78,1366.20628732,-8958.89629569,1361.07775284,-8967.99443665,1371.3348218,-8949.79815473,false
290,103454,10.54,1339.37477801,-8956.43090681,1335.82073229,-8965.45003047,1342.92882374,-8947.41178315,false
291,103442,10.46,1216.9185091,-8958.95465447,1209.64830572,-8969.30296971,1224.18871249,-8948.60633923,false
292,103417,13.84,1021.18583494,-8957.10654083,1016.45562147,-8964.96347648,1025.91604841,-8949.24960518,false
293,103356,11.2,1691.37240801,-8915.23563945,1686.30484887,-8919.62842381,1696.43996716,-8910.8428551,false
294,103345,12.88,1662.07633111,-8913.62570147,1658.0394773,-8919.15791834,1666.11318492,-8908.09348461,false
295,103325,11.45,1648.76967457,-8912.11377389,1644.32641675,-8920.3269611,1653.21293239,-8903.90058668,false
296,103314,11.5,1461.04839882,-8913.10764464,1456.80492038,-8918.71424191,1465.29187726,-8907.50104736,false
297,103307,11.61,1446.0376264,-8913.84922175,1441.75147188,-8920.85603696,1450.32378093,-8906.84240655,false
298,103283,12.8,1334.5762068,-8911.44548945,1329.40311506,-8917.68066005,1339.74929854,-8905.21031885,false
299,103192,12.23,1115.12975815,-8900.87709384,1111.37819801,-8904.74708486,1118.88131829,-8897.00710281,false
300,412563,10.04,1644.3805047,-8864.3945624,1640.84064539,-8880.09953682,1647.920364,-8848.68958799,false
301,103112,11.86,1365.84431325,-8877.28868354,1347.30207055,-8883.80533322,1384.38655594,-8870.77203385,false
302,103110,10.29,979.28628272,-8884.24330551,973.09863566,-8887.86421875,985.47392978,-8880.62239227,false
303,103074,11.31,1738.90532796,-8860.83154019,1734.2816608,-8870.36190228,1743.52899511,-8851.3011781,false
304,103038,12.13,1619.21985707,-8853.73268909,1608.56886157,-8859.69990582,1629.87085257,-8847.76547235,true
305,103038,12.13,1619.21985707,-8853.73268909,1608.56886157,-8859.69990582,1629.87085257,-8847.76547235,false
306,103027,10.89,1131.55404387,-8869.0569425,1128.96592983,-8879.55565822,1134.14215791,-8858.55822678,false
307,103019,11.19,1216.92869649,-8864.74116378,1212.21426801,-8874.36371882,1221.64312496,-8855.11860874,false
308,102894,11.11,1652.27577295,-8818.82721635,1648.5223149,-8825.94380255,1656.029231,-8811.71063015,false
309,102830,10.78,1103.7779989,-8821.90414072,1098.71814164,-8829.04052776,1108.83785615,-8814.76775368,false
310,102829,11.81,1118.47513946,-8821.54594393,1113.7928487,-8829.02690381,1123.15743022,-8814.06498406,false
311,102816,12.07,1136.87350436,-8819.46269014,1132.49984029,-8827.95526452,1141.24716842,-8810.97011575,false
312,102800,12.48,1075.03475203,-8816.70034773,1069.75459907,-8825.95091468,1080.31490499,-8807.44978078,false
313,102784,11.28,1382.22528986,-8801.08264784,1378.07942831,-8805.66754913,1386.37115142,-8796.49774656,false
314,102771,15.99,1168.55535991,-8815.61185457,1161.12530262,-8831.013367,1175.9854172,-8800.21034213,false
315,102764,10.83,1091.55735328,-8815.20142371,1086.89996323,-8830.01674134,1096.21474333,-8800.38610609,false
316,102752,12.36,971.10131068,-8815.20156,956.23568319,-8828.54537009,985.96693816,-8801.8577499,false
317,102678,10.97,974.40474252,-8783.90061833,967.79561561,-8789.25301887,981.01386943,-8778.54821778,false
318,102656,12.68,1508.27365438,-8765.81956439,1503.5095434,-8772.2600992,1513.03776536,-8759.37902957,false
319,102634,11.84,1351.24299269,-8765.77112237,1347.55100199,-8773.36640317,1354.93498338,-8758.17584157,false
320,102615,10.88,1151.01860176,-8766.32673689,1146.10987776,-8773.22604806,1155.92732575,-8759.42742572,false
321,102609,11.78,1133.63152319,-8766.55625693,1129.39962776,-8774.28231987,1137.86341863,-8758.83019399,false
322,102596,9.97,921.15505653,-8767.35133513,915.93372953,-8772.18974909,926.37638354,-8762.51292118,false
323,102489,11.3,1262.67272047,-8726.44807819,1257.1033826,-8731.29154042,1268.24205835,-8721.60461595,false
324,102478,11.81,1351.4750329,-8725.35748089,1346.4392084,-8734.23180741,1356.51085739,-8716.48315436,false
325,102463,12.35,1134.07888698,-8725.04261985,1128.99263885,-8730.76167501,1139.16513512,-8719.3235647,false
326,102399,10.72,1416.74302569,-8702.21999817,1412.16408607,-8707.37983611,1421.32196532,-8697.06016023,false
327,102299,11.87,1382.41658155,-8676.45964438,1377.6443296,-8682.16764367,1387.1888335,-8670.7516451,false
328,102277,11.63,1336.51434764,-8670.54887136,1332.00966764,-8676.86903866,1341.01902763,-8664.22870407,false
329,102161,16.6,1372.66043686,-8638.40310073,1365.59117331,-8642.3721597,1379.72970042,-8634.43404176,false
330,102113,12.64,1302.75143104,-8631.56556727,1299.28528592,-8639.00671713,1306.21757616,-8624.12441741,false
331,102014,12.08,1013.58887412,-8625.06103489,1006.81723059,-8641.31097979,1020.36051764,-8608.81108999,false
332,101911,11.63,1278.97548172,-8584.35652752,1269.86117711,-8596.75273497,1288.08978634,-8571.96032007,false
333,101909,9.2,1261.18929069,-8575.78053936,1256.92669273,-8579.54260883,1265.45188865,-8572.0184699,false
334,101899,10.75,1246.7476688,-8578.74705489,1240.93180596,-8586.01771367,1252.56353165,-8571.47639612,false
335,101885,11.64,1295.32951308,-8584.56588876,1289.8019112,-8602.56783225,1300.85711496,-8566.56394527,false
336,101864,13.49,1037.70768259,-8577.0689111,1031.74405316,-8584.75862502,1043.67131201,-8569.37919718,false
337,101863,12.91,921.02846524,-8580.87605427,914.13349901,-8589.49830146,927.92343148,-8572.25380708,false
338,101767,12.21,1379.05871578,-8539.01752104,1373.38843828,-8543.79197478,1384.72899329,-8534.24306731,false
339,101749,11.51,1346.65775033,-8536.75114731,1342.15395071,-8542.59132766,1351.16154996,-8530.91096695,false
340,101507,16.91,1174.02476556,-8489.39851292,1164.48667692,-8497.62250613,1183.56285421,-8481.17451971,false
341,101508,11.74,1049.0442791,-8493.66525043,1046.01065236,-8502.82463421,1052.07790584,-8484.50586665,false
342,101481,13.23,947.91334,-8491.48983678,937.9488729,-8502.23237238,957.8778071,-8480.74730118,false
343,101369,12.8,1177.82258357,-8451.96735085,1170.95775175,-8455.98718703,1184.68741539,-8447.94751467,false
344,101336,11.22,1303.74891227,-8446.02475864,1300.73983266,-8454.71177762,1306.75799188,-8437.33773966,false
345,101305,14.87,1233.50980302,-8439.77259499,1220.82135443,-8447.28464228,1246.19825161,-8432.26054771,false
346,101293,11.04,1079.79894142,-8445.26831098,1076.91753299,-8454.65946807,1082.68034986,-8435.87715388,false
347,101289,13.71,912.05685615,-8447.32511022,907.89127451,-8454.44388365,916.2224378,-8440.2063368,false
348,101113,18.36,1137.72607931,-8412.46476654,1132.90129092,-8428.90024643,1142.55086771,-8396.02928664,false
349,100967,14.56,951.55293446,-8369.02815459,946.96436027,-8376.29228491,956.14150866,-8361.76402427,false
350,100930,15.04,1014.77014133,-8358.63817953,1008.36635894,-8366.49662057,1021.17392371,-8350.77973848,false
351,100596,12.11,1098.82855997,-8290.0132617,1067.76878517,-8308.43743721,1129.88833478,-8271.58908618,false
352,100575,13,913.27866599,-8283.30125082,905.89497343,-8295.28971784,920.66235854,-8271.31278381,false
353,100320,10.32,873.73026919,-8212.3819541,869.09246419,-8216.26580472,878.36807419,-8208.49810349,false
354,100288,11.48,1015.82561166,-8205.15195879,1009.92974162,-8217.61759784,1021.72148169,-8192.68631974,false
355,100036,9.6,900.84242008,-8131.60045091,898.69130564,-8137.20095901,902.99353452,-8125.9999428,false
356,334474,15.95,1851.36525118,-9248.79871744,1808.23987434,-9283.09309831,1894.49062803,-9214.50433657,false
357,334512,17.96,1883.29736442,-9272.42275879,1865.30834922,-9280.17751068,1901.28637962,-9264.6680069,false
358,256040,9.89,1917.84632389,-9306.57532874,1910.89883383,-9309.23392673,1924.79381396,-9303.91673075,false
359,151611,10.82,1963.90371519,-9297.69785075,1956.75287599,-9300.90340145,1971.0545544,-9294.49230004,false
360,412863,15.66,1454.05727109,-9289.10233316,1450.03441841,-9294.66517177,1458.08012377,-9283.53949455,false
361,412856,11.7,1280.35360278,-9290.50398415,1276.01986796,-9296.97995711,1284.68733761,-9284.0280112,false
362,412806,13.17,1501.20056985,-9197.49980797,1494.72052447,-9202.02410851,1507.68061524,-9192.97550742,false
363,386668,11.8,1301.47803294,-9285.08950388,1298.92211962,-9293.56864502,1304.03394626,-9276.61036273,false
364,386590,18.47,1626.3241697,-9154.83926677,1616.98012544,-9164.06612956,1635.66821396,-9145.61240398,false
365,386510,14.94,1546.42048186,-9047.25271156,1541.64579651,-9053.85825626,1551.1951672,-9040.64716686,false
366,360748,14.25,1379.00649732,-9291.39792096,1373.63441951,-9299.04051285,1384.37857513,-9283.75532907,false
367,360682,10.73,1486.85839776,-9183.19246184,1483.70413232,-9191.04273329,1490.01266321,-9175.3421904,false
368,334566,17.02,1326.03278084,-9369.72008395,1318.97761966,-9376.41551676,1333.08794203,-9363.02465114,false
369,334510,11.73,1293.59027438,-9284.94822717,1290.62344436,-9293.73277736,1296.5571044,-9276.16367698,false
370,308061,11.61,1646.45956408,-9096.02299463,1641.44901113,-9106.22638401,1651.47011702,-9085.81960525,false
371,282113,16.81,1317.21674083,-9346.88102436,1309.67187467,-9352.60724832,1324.76160698,-9341.1548004,false
372,282053,12.2,1224.34272445,-9244.86395123,1221.53834919,-9253.79539194,1227.14709971,-9235.93251053,false
373,282001,18.21,1361.37291774,-9160.80186104,1346.40224159,-9175.27722318,1376.34359389,-9146.3264989,false
374,281953,18.01,1661.9237786,-9061.06624739,1655.4956573,-9073.10117641,1668.35189989,-9049.03131837,false
375,255979,16.86,1468.58963498,-9239.39739017,1463.47158782,-9247.96469597,1473.70768213,-9230.83008437,false
376,255950,11.5,1429.8127882,-9196.58729421,1423.13892309,-9202.29663747,1436.48665331,-9190.87795095,false
377,255926,12.6,1511.51952401,-9155.72237673,1507.2209854,-9160.71815239,1515.81806263,-9150.72660107,false
378,255856,14.5,1414.61257128,-9062.46139091,1409.95350283,-9071.10536216,1419.27163972,-9053.81741966,false
379,103836,13.19,1616.32704845,-9062.39579266,1610.87699107,-9073.38617603,1621.77710583,-9051.40540929,false
380,230047,11.31,1563.34189118,-9277.59949087,1559.70502831,-9283.15793963,1566.97875406,-9272.0410421,false
381,230013,11.28,1668.83175036,-9244.01672686,1657.65433379,-9262.09602231,1680.00916693,-9225.93743141,false
382,229978,11.31,1619.25579494,-9175.4844775,1607.87702499,-9179.86671219,1630.63456489,-9171.10224282,false
383,229895,11.25,1487.55500863,-9048.23358724,1481.0780626,-9053.65086192,1494.03195466,-9042.81631256,false
384,177549,12.1,1414.42388369,-9196.66030653,1407.8324729,-9202.6688197,1421.01529447,-9190.65179337,false
385,177535,16.7,1569.14670925,-9159.23326874,1548.48634846,-9167.93665866,1589.80707004,-9150.52987883,false
386,177482,23.85,1624.26474005,-9089.75940711,1610.01908019,-9104.22445591,1638.5103999,-9075.29435831,false
387,177482,23.85,1624.26474005,-9089.75940711,1610.01908019,-9104.22445591,1638.5103999,-9075.29435831,false
388,151564,13.67,1575.072505,-9239.65195162,1566.86870582,-9244.7334004,1583.27630417,-9234.57050284,false
389,151561,10.06,1545.90304344,-9241.48451757,1541.76430413,-9249.40303988,1550.04178274,-9233.56599527,false
390,151534,12.13,1443.56311917,-9196.43441054,1439.37407441,-9202.05575592,1447.75216392,-9190.81306516,false
391,151460,15.75,1318.20506218,-9118.24015065,1281.09511362,-9149.34453022,1355.31501074,-9087.13577108,false
392,104869,18.68,1378.49314528,-9380.94488717,1364.75999468,-9402.47829667,1392.22629587,-9359.41147768,false
393,104613,11.66,1578.09824267,-9275.55099121,1572.80084505,-9280.90292776,1583.39564029,-9270.19905465,false
394,104592,11.19,1706.29822257,-9276.66523918,1654.36693673,-9292.65462783,1758.22950841,-9260.67585052,false
395,104466,12.07,1231.79566617,-9248.18743646,1228.3285888,-9257.01289109,1235.26274355,-9239.36198183,false
396,104444,12,1212.91840196,-9239.55368392,1206.78847487,-9244.67189034,1219.04832904,-9234.43547749,false
397,104301,12,1458.76554469,-9195.9968107,1454.36166349,-9202.50697034,1463.16942589,-9189.48665106,false
398,104295,11.87,1174.83119009,-9198.7937063,1164.08004438,-9203.07530034,1185.58233581,-9194.51211225,false
399,104289,10.74,1648.03864888,-9192.91286667,1643.19440319,-9205.65401414,1652.88289456,-9180.1717192,false
400,104234,12.04,1176.52830845,-9181.18446104,1171.4804802,-9187.75384541,1181.5761367,-9174.61507667,false
401,104171,11.67,1644.84298671,-9148.7339744,1639.60963143,-9160.75272192,1650.07634199,-9136.71522688,false
402,103971,12.89,1467.26742535,-9095.19755143,1463.23860319,-9101.56235741,1471.2962475,-9088.83274546,false
403,103847,9.7,1582.67846518,-9060.32857798,1575.41404657,-9064.3868553,1589.94288379,-9056.27030067,false
404,103795,9.12,1524.87947913,-9047.19454763,1521.31895954,-9052.08981992,1528.43999872,-9042.29927534,false
405,202799,12.23,666.52813735,-8124.00820926,637.44345229,-8142.48047106,695.61282241,-8105.53594746,false
406,202799,12.89,666.52813735,-8124.00820926,637.44345229,-8142.48047106,695.61282241,-8105.53594746,false
407,203960,12.95,870.19379675,-9646.80633766,864.71084067,-9651.70847552,875.67675282,-9641.90419981,false
408,151304,8.55,487.84766098,-8934.90054039,472.30323522,-8983.90775791,503.39208675,-8885.89332288,false
409,104993,11.03,1161.79538339,-9442.43386102,1149.40789556,-9475.85187581,1174.18287121,-9409.01584623,false
410,412674,9.16,363.06139359,-9045.75551296,273.30889033,-9053.25474836,452.81389684,-9038.25627756,false
411,103643,11.49,558.46149662,-9035.2847948,525.36909904,-9045.126785,591.55389421,-9025.4428046,false
412,103425,11.38,525.52532833,-9005.25063436,504.3541048,-9045.93449438,546.69655185,-8964.56677435,false
413,177608,12.03,880.56853079,-9294.7611477,875.99728421,-9301.34848035,885.13977737,-9288.17381505,false
414,100926,10.73,212.58748485,-8378.52107324,207.15405031,-8384.82332813,218.0209194,-8372.21881835,false
415,386281,11.64,695.70304475,-8769.60511197,691.95390619,-8777.36553882,699.45218331,-8761.84468512,false
416,281894,10.01,663.88474629,-9009.96145022,659.62157663,-9015.46257042,668.14791594,-9004.46033001,false
417,334319,11.3,685.50181297,-9013.11254532,680.53018689,-9018.87364235,690.47343905,-9007.35144828,false
418,102721,11.92,652.75542718,-8816.76129822,636.04099239,-8832.99494658,669.46986197,-8800.52764986,false
419,255447,12.82,201.12154904,-8596.39822529,173.35513617,-8645.47668822,228.88796192,-8547.31976235,false
420,412627,12.13,720.36491269,-8959.44224907,713.98536112,-8967.95002786,726.74446427,-8950.93447028,false
421,412625,11.06,614.62108861,-8957.15210004,610.57301101,-8963.97668153,618.66916622,-8950.32751855,false
422,386370,10.77,687.24499541,-8865.2929842,682.35540483,-8876.23761751,692.134586,-8854.3483509,false
423,386369,13.39,751.41822783,-8858.89610233,746.98959066,-8865.83864363,755.846865,-8851.95356104,false
424,386317,13.42,627.04218955,-8818.30052971,622.03044598,-8828.61818468,632.05393313,-8807.98287474,false
425,386280,10.99,665.48812913,-8770.18716633,660.96564094,-8777.91828525,670.01061732,-8762.4560474,false
426,360545,10.63,645.41104466,-9002.94618573,641.58637666,-9009.37568854,649.23571266,-8996.51668291,false
427,360520,10.88,763.32819817,-8957.00035225,757.99178121,-8961.68263592,768.66461514,-8952.31806859,false
428,360515,11.55,632.80867309,-8963.05069748,627.20233662,-8973.17866451,638.41500956,-8952.92273045,false
429,360476,12.19,573.9129083,-8917.30764637,567.9568244,-8924.40807291,579.86899219,-8910.20721983,false
430,360475,10.49,630.83360777,-8916.37640185,626.59393276,-8924.01130191,635.07328278,-8908.74150179,false
431,360474,11.16,687.53251878,-8915.93211928,681.30784016,-8925.00381821,693.7571974,-8906.86042034,false
432,360436,11.59,674.22003853,-8876.77283587,669.2336207,-8884.7769088,679.20645636,-8868.76876293,false
433,360422,13.44,657.37332143,-8865.98970065,651.90483476,-8873.95708646,662.8418081,-8858.02231484,false
434,360062,12.57,408.96075068,-8464.00822648,401.22785323,-8471.18318231,416.69364812,-8456.83327065,false
435,334283,9.83,826.17021598,-8958.96184863,820.37852798,-8963.36817042,831.96190399,-8954.55552685,false
436,334238,12.17,827.90835532,-8912.61446311,821.57907643,-8920.1104672,834.2376342,-8905.11845902,false
437,334152,13.57,611.50399401,-8818.44660663,606.40915838,-8828.82499902,616.59882965,-8808.06821425,false
438,333812,15.9,162.804636,-8453.65003005,156.28976257,-8459.77528716,169.31950942,-8447.52477294,false
439,333764,17.56,400.25813558,-8415.2231329,377.93795867,-8453.72933317,422.57831249,-8376.71693263,false
440,333662,11.11,260.38772303,-8278.70730676,226.49228753,-8309.40696018,294.28315852,-8248.00765334,false
441,307978,11.05,721.69270165,-9003.89337733,718.92340455,-9014.05243899,724.46199876,-8993.73431567,false
442,307933,8.05,378.09199594,-8955.57573123,303.40572191,-8970.27106156,452.77826997,-8940.8804009,false
443,307920,10.96,766.47513591,-8920.22457103,762.08375049,-8924.47158506,770.86652134,-8915.977557,false
444,307885,11.74,776.54091506,-8882.722448,768.11780828,-8887.13019548,784.96402184,-8878.31470052,false
445,281888,11.41,744.54424782,-9003.5429067,741.66214642,-9013.7461755,747.42634922,-8993.3396379,false
446,281858,12.18,865.1480182,-8958.04188183,859.57895547,-8965.05131292,870.71708093,-8951.03245075,false
447,281853,10.66,689.72389401,-8956.04706221,685.39881247,-8962.16803455,694.04897556,-8949.92608986,false
448,281729,13.71,681.00435886,-8819.73202494,675.18551629,-8829.88874443,686.82320142,-8809.57530545,false
449,281456,10.36,430.53938856,-8471.08450858,419.85490192,-8479.94925502,441.22387521,-8462.21976215,false
450,255806,13.55,702.82030855,-9012.57326045,697.76009466,-9018.50097668,707.88052243,-9006.64554422,false
451,255770,11.84,649.3993353,-8959.34368636,644.65627423,-8967.27079706,654.14239638,-8951.41657565,false
452,255725,10.4,778.59647959,-8899.67061047,772.3822004,-8904.35434045,784.81075878,-8894.98688049,false
453,255709,7.81,400.61607328,-8906.82473697,348.25016317,-8921.70712488,452.98198339,-8891.94234907,false
454,255604,11.77,507.87998161,-8790.71071238,450.57687879,-8811.67795721,565.18308442,-8769.74346756,false
455,255474,11.99,646.00184709,-8589.20650106,605.30805713,-8606.08268149,686.69563704,-8572.33032062,false
456,255401,10.86,523.95807223,-8489.65679694,517.96473277,-8496.03289123,529.95141169,-8483.28070266,false
457,255328,13.5,203.71470862,-8400.86204905,188.25967649,-8411.80519565,219.16974076,-8389.91890246,false
458,229751,10.3,819.23038041,-8864.84363564,814.91893384,-8872.79988849,823.54182698,-8856.88738279,false
459,229750,13.22,641.66396757,-8868.15036841,636.53689358,-8874.73915193,646.79104157,-8861.56158488,false
460,229748,11.01,731.59049998,-8868.65767207,725.04981916,-8879.56207,738.13118079,-8857.75327415,false
461,229741,12.02,772.50466609,-8860.93413049,759.69141162,-8870.11710716,785.31792055,-8851.75115382,false
462,229633,17.76,675.32778075,-8727.06441563,663.35764346,-8736.60986277,687.29791803,-8717.5189685,false
463,229222,11.6,174.14963171,-8304.45089528,156.93543778,-8359.92755717,191.36382563,-8248.9742334,false
464,203446,12.34,713.38835615,-8918.00708412,710.70909749,-8924.07841972,716.06761481,-8911.93574852,false
465,203434,11.22,615.80592766,-8911.04646839,609.05007189,-8918.7287847,622.56178344,-8903.36415209,false
466,203354,11.43,747.47237766,-8819.98168455,743.03662519,-8828.19449421,751.90813013,-8811.7688749,false
467,203312,12.98,681.37122137,-8770.9988316,676.23508996,-8778.94222161,686.50735278,-8763.0554416,false
468,177410,14.19,858.51381522,-9005.82409439,853.58807476,-9012.83953942,863.43955568,-8998.80864936,false
469,177201,10.62,747.19543729,-8771.49139197,743.28490384,-8777.14961104,751.10597074,-8765.8331729,false
470,176938,11.36,477.35775501,-8466.59048627,469.67099259,-8475.57623866,485.04451743,-8457.60473389,false
471,151350,14.53,779.04957603,-8958.86494894,773.77011502,-8965.46400222,784.32903704,-8952.26589565,false
472,150990,9.2,175.33542912,-8532.24952766,171.32524722,-8541.71729016,179.34561102,-8522.78176517,false
473,150841,9.37,303.5511466,-8348.494603,272.69844123,-8373.08330258,334.40385197,-8323.90590343,false
474,103615,10.66,773.66210549,-9015.6635525,764.18825049,-9019.94856697,783.1359605,-9011.37853802,false
475,103567,11.8,733.62138337,-9006.27001627,728.69477062,-9014.85519664,738.54799612,-8997.68483591,false
476,103550,10.97,775.22160874,-8993.70945853,769.04673567,-8997.99488006,781.39648181,-8989.42403699,false
477,103495,8.16,366.77720877,-9004.27207069,280.77878823,-9019.33030472,452.77562931,-8989.21383666,false
478,103421,10,851.96411181,-8958.63701943,846.64737565,-8963.14410982,857.28084797,-8954.12992904,false
479,103420,9.95,839.36465513,-8960.04766467,834.37554258,-8965.51410268,844.35376768,-8954.58122666,false
480,103413,11.61,813.38829613,-8958.60743174,808.41493181,-8964.27141474,818.36166045,-8952.94344873,false
481,103404,11.19,675.58034164,-8960.09595732,671.74345049,-8967.13187994,679.41723279,-8953.0600347,false
482,103403,11.74,706.72721815,-8960.8507258,704.08949595,-8969.59071355,709.36494034,-8952.11073805,false
483,103248,10.88,754.7492112,-8920.33442799,750.57591082,-8924.70891408,758.92251157,-8915.95994189,false
484,103222,11.08,778.98204133,-8918.29132359,773.65723197,-8924.32554723,784.30685068,-8912.25709996,false
485,103209,11.48,726.9746803,-8917.84491095,722.81690641,-8924.27185689,731.1324542,-8911.41796501,false
486,103116,10.48,577.72014041,-8898.99219648,571.35116719,-8904.28095743,584.08911363,-8893.70343554,false
487,102966,11.32,705.4818996,-8868.91011421,698.87498902,-8879.94804503,712.08881018,-8857.8721834,false
488,100923,11.48,188.3791165,-8380.48581626,173.76771856,-8388.68433947,202.99051443,-8372.28729304,false
489,100735,11.83,245.14548268,-8351.9678797,232.77854689,-8379.37956782,257.51241847,-8324.55619158,false
490,100705,11.95,408.05480037,-8322.91808536,395.62967413,-8332.02176188,420.4799266,-8313.81440884,false
491,334505,12.21,897.11341949,-9292.26340474,890.37960787,-9301.64129515,903.8472311,-9282.88551434,false
492,104420,11.75,887.6642626,-9243.05401334,882.08216173,-9250.18495184,893.24636347,-9235.92307484,false
493,413026,18.27,1230.70071873,-9562.89457999,1221.27759337,-9581.26370908,1240.12384409,-9544.5254509,false
494,412890,10.43,962.85560481,-9348.00599709,957.99823614,-9356.09743852,967.71297348,-9339.91455566,false
495,412731,14.14,904.30790332,-9103.59280648,899.49516753,-9111.2624776,909.12063912,-9095.92313536,false
496,386637,11.54,1058.51481682,-9241.66884912,1051.48883305,-9248.85000003,1065.54080059,-9234.48769821,false
497,386634,10.19,902.8395139,-9241.13087644,897.15201052,-9246.2297057,908.52701728,-9236.03204717,false
